,名字,姓,名,中文名,汉名,漢名,洋名又名,汉名又名,无调姓,无调名,生年,卒年,族裔,备注,加权计数
2904,Don Harper,Harper,Don,夏德安,夏德安,夏德安,0,0,Harper,Don,0.0,0.0,0,0,10
2905,Donald Harper,Harper,Donald,夏德安,夏德安,夏德安,0,0,Harper, Donald,0.0,0.0,0,0,20
2911,Christoph Harbsmeier,Harbsmeier,Christoph,何莫邪,何莫邪,何莫邪,0,0,Harbsmeier, Christoph,0.0,0.0,0,0,20
2912,Christoph Harbsmeier,Harbsmeier,Christoph,何莫邪,何莫邪,何莫邪,0,0,Harbsmeier,Christoph,0.0,0.0,0,0,10
2913,Rick Harbaugh,Harbaugh,Rick,李克,李克,李克,0,0,Harbaugh, Rick,0.0,0.0,0,0,10
2919,Chad Hansen,Hansen,Chad,陈汉生,陈汉生,陳漢生,0,0,Hansen,Chad,0.0,0.0,0,0,10
2920,Chad Hansen,Hansen,Chad,陳漢生,陈汉生,陳漢生,0,0,Hansen, Chad,0.0,0.0,0,0,10
2922,Valarie Hansen,Hansen,Valarie,韩森,韩森,韓森,0,0,Hansen, Valarie,0.0,0.0,0,0,10
2923,Valerie Hansen,Hansen,Valerie,韓森,韩森,韓森,0,0,Hansen, Valerie,0.0,0.0,0,0,10
2946,Mark Halperin,Halperin,Mark,何复平,何复平,何復平,0,0,Halperin, Mark,0.0,0.0,0,0,10
2947,Mark Halperin,Halperin,Mark,何複平,何复平,何複平,0,0,Halperin, Mark,0.0,0.0,0,0,10
2951,David Hall,Hall,David,郝大维,郝大维,郝大維,0,0,Hall, David,0.0,0.0,0,0,10
2952,David L. Hall,Hall,David L.,郝大维,郝大维,郝大維,0,0,Hall,David L.,1937.0,2001.0,美国,0,10
2958,Barend J. ter Haar,Haar,Barend J. ter,田海,田海,田海,0,0,Haar, Barend J. ter,0.0,0.0,0,0,10
2959,Barend ter Haar,Haar,Barend ter,田海,田海,田海,0,0,Haar, Barend ter,0.0,0.0,0,0,10
2961,Bennett Gwen,Gwen,Bennett,關玉琳,关玉琳,關玉琳,0,0,Gwen, Bennett,0.0,0.0,0,0,10
2964,R. Kent Guy,Guy,R. Kent,盖博坚,盖博坚,蓋博堅,0,0,Guy, R. Kent,0.0,0.0,0,0,10
2965,R．Kent Guy,Guy,R．Kent,蓋博堅,盖博坚,蓋博堅,0,0,Guy,R.Kent,0.0,0.0,0,0,10
2970,Edward M. Gunn,Gunn,Edward M.,耿德华,耿德华,耿德華,0,0,Gunn, Edward M.,0.0,0.0,0,0,10
2971,Edward Mansfield Gunn,Gunn,Edward Mansfield,耿德華,耿德华,耿德華,0,0,Gunn, Edward Mansfield,0.0,0.0,0,0,10
2972,Robert Hans van Gulik,Gulik,Robert Hans van,高罗佩,高罗佩,高羅佩,0,0,Gulik, Robert Hans van,0.0,0.0,0,0,20
2973,Gregory E. Guldin,Guldin,Gregory E.,顾定国,顾定国,顧定國,0,0,Guldin, Gregory E.,0.0,0.0,0,0,10
2974,Gregory E. Guldin,Guldin,Gregory E.,顧定國,顾定国,顧定國,0,0,Guldin,Gregory E.,0.0,0.0,0,0,10
2975,R. W. L. Guisso,Guisso,R. W. L.,桂雨时,桂雨时,桂雨時,0,0,Guisso, R. W. L.,0.0,0.0,0,0,10
2976,R. W. L. Guisso,Guisso,R. W. L.,桂雨時,桂雨时,桂雨時,0,0,Guisso,R. W. L.,0.0,0.0,0,0,10
2981,Manli Gu,Gu,Manli,顧曼莉,顾曼莉,顧曼莉,0,0,Gu, Manli,0.0,0.0,0,0,10
2982,Ming Dong Gu,Gu,Ming Dong,顾明栋,顾明栋,顧明棟,0,0,Gu, Ming Dong,0.0,0.0,0,0,20
2983,Ming Dong Gu,Gu,Ming Dong,顾明栋,顾明栋,顧明棟,0,0,Gu,Ming Dong,1955.0,0.0,美籍华裔,0,10
2992,J.J.M. de Groot,Groot,J.J.M. de,高延,高延,高延,0,0,Groot, J.J.M. de,0.0,0.0,0,0,10
2993,Jan Jakob Maria Groot,Groot,Jan Jakob Maria,高延,高延,高延,0,0,Groot, Jan Jakob Maria,0.0,0.0,0,0,10
3005,A. C. Graham,Graham,A. C.,葛瑞汉,葛瑞汉,葛瑞漢,Angus C. Graham,0,Graham,A. C.,1919.0,1991.0,英国,0,12
3006,Angus C. Graham,Graham,Angus C.,葛瑞漢,葛瑞汉,葛瑞漢,0,0,Graham, Angus C.,0.0,0.0,0,0,10
3010,Graham Graffin,Graffin,Graham,葛瑞汉,葛瑞汉,葛瑞漢, Angus C. Graham,0,Graffin, Graham,0.0,0.0,0,0,10
3011,David Graff,Graff,David,高理寧,高理宁,高理寧,0,0,Graff,David,0.0,0.0,0,0,10
3017,Olga Gorodetskaya,Gorodetskaya,Olga,郭靜雲,郭静云,郭靜雲,0,0,Gorodetskaya, Olga,0.0,0.0,0,0,10
3019,Leonard H.D. Gordon,Gordon,Leonard H.D.,高理宁,高理宁,高理寧,0,0,Gordon, Leonard H.D.,0.0,0.0,0,0,10
3020,Leonard H.D. Gordon,Gordon,Leonard H.D.,高理寧,高理宁,高理寧,0,0,Gordon,Leonard H.D.,0.0,0.0,0,0,10
3027,Howard Goodman,Goodman,Howard,顾浩华,顾浩华,顧浩華,0,0,Goodman,Howard,0.0,0.0,0,0,10
3028,Howard L. Goodman,Goodman,Howard L.,顾浩华,顾浩华,顧浩華,0,0,Goodman, Howard L.,0.0,0.0,0,0,10
3029,Howard L. Goodman,Goodman,Howard L.,顧浩華,顾浩华,顧浩華,0,0,Goodman,Howard L.,0.0,0.0,0,0,10
3033,Luis O. Gómez,Gómez,Luis O.,葛美茲,葛美兹,葛美茲,0,0,Gomez,Luis O.,0.0,0.0,0,0,10
3034,Luis O. Gómez,Gómez,Luis O.,葛美兹,葛美兹,葛美茲,0,0,Gomez, Luis O.,0.0,0.0,0,0,10
3037,Avery Goldstein,Goldstein,Avery,金骏远,金骏远,金駿遠,0,0,Goldstein, Avery,0.0,0.0,0,0,10
3038,Avery Goldstein,Goldstein,Avery,金駿遠,金骏远,金駿遠,0,0,Goldstein,Avery,0.0,0.0,0,0,10
3040,Asaf Goldschmidt,Goldschmidt,Asaf,郭志松,郭志松,郭志松,0,0,Goldschmidt, Asaf,0.0,0.0,0,0,10
3041,Asaf Goldschmidt,Goldschmidt,Asaf,郭志松,郭志松,郭志松,0,0,Goldschmidt,Asaf,0.0,0.0,0,0,10
3042,Andrea Goldman,Goldman,Andrea,郭安瑞,郭安瑞,郭安瑞,0,0,Goldman, Andrea,0.0,0.0,0,0,10
3043,Andrea Goldman,Goldman,Andrea,郭安瑞,郭安瑞,郭安瑞,0,0,Goldman,Andrea,0.0,0.0,0,0,10
3044,Paul R. Goldin,Goldin,Paul R.,金鹏程,金鹏程,金鵬程,0,0,Goldin, Paul R.,0.0,0.0,0,0,20
3045,Paul R. Goldin,Goldin,Paul R.,金鹏程,金鹏程,金鵬程,Paul Rakita Goldin,0,Goldin,Paul R.,0.0,0.0,0,0,13
3047,Howard Goldblatt,Goldblatt,Howard,葛浩文,葛浩文,葛浩文,0,0,Goldblatt, Howard,0.0,0.0,0,0,10
3048,Howard Goldblatt,Goldblatt,Howard,葛浩文,葛浩文,葛浩文,0,0,Goldblatt,Howard,0.0,0.0,0,0,10
3055,Richard von Glahn,Glahn,Richard von,萬志英,万志英,萬志英,0,0,Glahn, Richard von,0.0,0.0,0,0,10
3056,Dru Gladney,Gladney,Dru,杜磊,杜磊,杜磊,0,0,Gladney, Dru,0.0,0.0,0,0,10
3057,Dru C. Gladney,Gladney,Dru C.,杜磊,杜磊,杜磊,0,0,Gladney, Dru C.,0.0,0.0,0,0,10
3070,Annick Gijsbers,Gijsbers,Annick,安妮,安妮,安妮,0,0,Gijsbers, Annick,0.0,0.0,0,0,10
3075,Donald A. Gibbs,Gibbs,Donald A.,季博思,季博思,季博思,0,0,Gibbs, Donald A.,0.0,0.0,0,0,10
3076,Donald A. Gibbs,Gibbs,Donald A.,季博思,季博思,季博思,0,0,Gibbs,Donald A.,0.0,0.0,0,0,10
3079,Daniel A. Getz,Getz,Daniel A.,高泽民,高泽民,高澤民,0,0,Getz, Daniel A.,0.0,0.0,0,0,10
3080,Daniel A. Getz,Getz,Daniel A.,高澤民,高泽民,高澤民,0,0,Getz,Daniel A.,0.0,0.0,0,0,10
3083,Anne Gerritsen,Gerritsen,Anne,何安娜,何安娜,何安娜,0,0,Gerritsen, Anne,0.0,0.0,0,0,10
3084,Anne Gerritsen,Gerritsen,Anne,何安娜,何安娜,何安娜,0,0,Gerritsen,Anne,0.0,0.0,0,0,10
3103,Bai Gao,Gao,Bai,高柏,高柏,高柏,0,0,Gao, Bai,0.0,0.0,0,0,20
3111,Mary Gallagher,Gallagher,Mary,高敏,高敏,高敏,0,0,Gallagher, Mary,0.0,0.0,0,0,10
3112,Mary Gallagher,Gallagher,Mary,高敏,高敏,高敏,0,0,Gallagher,Mary,0.0,0.0,0,0,10
3120,W. Chad Futrell,Futrell,W. Chad,傅強,傅强,傅強,0,0,Futrell, W. Chad,0.0,0.0,0,0,10
3122,Charlotte Furth,Furth,Charlotte,费侠莉,费侠莉,費俠莉,0,0,Furth, Charlotte,0.0,0.0,0,0,10
3123,Charlotte Furth,Furth,Charlotte,費俠莉,费侠莉,費俠莉,0,0,Furth,Charlotte,0.0,0.0,0,0,10
3125,Edmund Fung,Fung,Edmund,馮兆基,冯兆基,馮兆基,0,0,Fung, Edmund,0.0,0.0,0,0,10
3126,Edwin Fung,Fung,Edwin,冯兆基,冯兆基,馮兆基,0,0,Fung, Edwin,0.0,0.0,0,0,10
3127,Yiu-ming Fung,Fung,Yiu-ming,冯耀明,冯耀明,馮耀明,0,0,Fung,Yiu-ming,0.0,0.0,0,0,10
3128,Yiu-ming Fung,Fung,Yiu-ming,馮耀明,冯耀明,馮耀明,0,0,Fung, Yiu-ming,0.0,0.0,0,0,10
3143,Qiang Fu,Fu,Qiang,傅強,傅强,傅強,0,0,Fu, Qiang,0.0,0.0,0,0,10
3157,Davis Fraser,Fraser,Davis,傅睿哲,傅睿哲,傅睿哲,0,0,Fraser, Davis,0.0,0.0,0,0,10
3158,Davis Fraser,Fraser,Davis,傅睿哲,傅睿哲,傅睿哲,0,0,Fraser,Davis,0.0,0.0,0,0,10
3159,Sarah E. Fraser,Fraser,Sarah E.,胡素馨,胡素馨,胡素馨,0,0,Fraser, Sarah E.,0.0,0.0,0,0,10
3160,Sarah E. Fraser,Fraser,Sarah E.,胡素馨,胡素馨,胡素馨,0,0,Fraser,Sarah E.,0.0,0.0,0,0,10
3161,Hans Hermann Fränkel,Fränkel,Hans Hermann,傅漢思,傅汉思,傅漢思,0,0,Frankel, Hans Hermann,0.0,0.0,0,0,10
3162,Hans H. Frankel,Frankel,Hans H.,傅汉思,傅汉思,傅漢思,0,0,Frankel, Hans H.,0.0,0.0,0,0,10
3181,Achim Fock,Fock,Achim,傅安恒,傅安恒,傅安恆,0,0,Fock, Achim,0.0,0.0,0,0,10
3182,Achim Fock,Fock,Achim,傅安恒,傅安恒,傅安恒,0,0,Fock, Achim,0.0,0.0,0,0,10
3185,Joseph Fletcher,Fletcher,Joseph,傅礼初,傅礼初,傅禮初,0,弗雷泽,Fletcher, Joseph,0.0,0.0,0,0,10
3186,Joseph Fletcher,Fletcher,Joseph,傅禮初,傅礼初,傅禮初,0, 弗雷澤,Fletcher,Joseph,0.0,0.0,0,0,10
3188,Rowan K. Flad,Flad,Rowan K.,傅罗文,傅罗文,傅羅文,0,0,Flad, Rowan K.,0.0,0.0,0,0,10
3189,Rowan K. Flad,Flad,Rowan K.,傅羅文,傅罗文,傅羅文,0,0,Flad,Rowan K.,0.0,0.0,0,0,10
3198,Paul Fischer,Fischer,Paul,方破,方破,方破,0,0,Fischer, Paul,0.0,0.0,0,0,20
3199,Paul Fischer,Fischer,Paul,方破,方破,方破,0,0,Fischer,Paul,0.0,0.0,0,0,10
3219,Daniel Lee Ferguson,Ferguson,Daniel Lee,傅謌森,傅謌森,傅謌森,0,0,Ferguson, Daniel Lee,0.0,0.0,0,0,10
3220,Daniel Lee Ferguson,Ferguson,Daniel Lee,傅謌森,傅謌森,傅謌森,0,0,Ferguson,Daniel Lee,0.0,0.0,0,0,10
3221,Francesca Ferguson,Ferguson,Francesca,白卓诗,白卓诗,白卓詩,0,0,Ferguson, Francesca,0.0,0.0,0,0,10
3222,Francesca Ferguson,Ferguson,Francesca,白卓詩,白卓诗,白卓詩,0,0,Ferguson,Francesca,0.0,0.0,0,0,10
3232,James V. Feinerman,Feinerman,James V.,费能文,费能文,費能文,0,0,Feinerman, James V.,0.0,0.0,0,0,10
3233,James V. Feinerman,Feinerman,James V.,費能文,费能文,費能文,0,0,Feinerman,James V.,0.0,0.0,0,0,10
3244,James Farrer,Farrer,James,刘雅格,刘雅格,劉雅格,0,0,Farrer, James,0.0,0.0,0,0,10
3245,James Farrer,Farrer,James,劉雅格,刘雅格,劉雅格,0,0,Farrer,James,0.0,0.0,0,0,10
3247,Judith Farquhar,Farquhar,Judith,馮珠娣,冯珠娣,馮珠娣,0,0,Farquhar, Judith,0.0,0.0,0,0,10
3248,Judith B. Farquhar,Farquhar,Judith B.,冯珠娣,冯珠娣,馮珠娣,0,0,Farquhar, Judith B.,0.0,0.0,0,0,10
3251,Achilles Fang,Fang,Achilles,方志彤,方志彤,方誌彤,0,0,Fang, Achilles,0.0,0.0,0,0,10
3252,Achilles Fang,Fang,Achilles,方志彤,方志彤,方志彤,0,0,Fang, Achilles,0.0,0.0,0,0,10
3254,Cheng-Hua Fang,Fang,Cheng-Hua,方震华,方震华,方震華,0,0,Fang, Cheng-Hua,0.0,0.0,0,0,10
3255,Cheng-Hua Fang,Fang,Cheng-Hua,方震華,方震华,方震華,0,0,Fang,Cheng-Hua,0.0,0.0,0,0,10
3266,Lothar von Falkenhausen,Falkenhausen,Lothar von,羅泰,罗泰,羅泰,0,0,Falkenhausen, Lothar von,0.0,0.0,0,0,10
3268,John King Fairbank,Fairbank,John King,费正清,费正清,費正清,0,0,Fairbank, John King,0.0,0.0,0,0,20
3269,John King Fairbank,Fairbank,John King,费正清,费正清,費正清,0,0,Fairbank,John King,0.0,0.0,0,0,10
3279,Joseph Esherick,Esherick,Joseph,周锡瑞,周锡瑞,周錫瑞,0,0,Esherick, Joseph,0.0,0.0,0,0,10
3280,Joseph Wharton Esherick,Esherick,Joseph Wharton,周錫瑞,周锡瑞,周錫瑞,0,0,Esherick, Joseph Wharton,0.0,0.0,0,0,10
3282,Kathleen Erwin,Erwin,Kathleen,区嘉琳,区嘉琳,區嘉琳,0,0,Erwin, Kathleen,0.0,0.0,0,0,10
3283,Kathleen Erwin,Erwin,Kathleen,區嘉琳,区嘉琳,區嘉琳,0,0,Erwin,Kathleen,0.0,0.0,0,0,10
3287,Mary Erbaugh,Erbaugh,Mary,艾玛丽,艾玛丽,艾瑪麗,0,0,Erbaugh, Mary,0.0,0.0,0,0,10
3288,Mary S. Erbaugh,Erbaugh,Mary S.,艾瑪麗,艾玛丽,艾瑪麗,0,0,Erbaugh, Mary S.,0.0,0.0,0,0,10
3302,Benjamin Elman,Elman,Benjamin,艾爾曼,艾尔曼,艾爾曼,0,0,Elman, Benjamin,0.0,0.0,0,0,10
3303,Benjamin A. Elman,Elman,Benjamin A.,艾尔曼,艾尔曼,艾爾曼,0,0,Elman, Benjamin A.,0.0,0.0,0,0,10
3306,Mark C. Elliott,Elliott,Mark C.,歐立德,欧立德,歐立德,0,0,Elliott, Mark C.,0.0,0.0,0,0,10
3307,Mark Elliot,Elliot,Mark,欧立德,欧立德,歐立德,0,0,Elliot, Mark,0.0,0.0,0,0,10
3312,Joshua Eisenman,Eisenman,Joshua,馬佳士,马佳士,馬佳士,0,0,Eisenman, Joshua,0.0,0.0,0,0,10
3313,Joshua. Eisenman,Eisenman,Joshua.,马佳士,马佳士,馬佳士,0,0,Eisenman, Joshua.,0.0,0.0,0,0,10
3314,Andrew Eisenberg,Eisenberg,Andrew,艾安迪,艾安迪,艾安迪,0,0,Eisenberg, Andrew,0.0,0.0,0,0,10
3315,Andrew Eisenberg,Eisenberg,Andrew,艾安迪,艾安迪,艾安迪,0,0,Eisenberg,Andrew,0.0,0.0,0,0,10
3318,Elling Eide,Eide,Elling,艾龙,艾龙,艾龍,0,0,Eide,Elling,0.0,0.0,0,0,10
3319,Elling O. Eide,Eide,Elling O.,艾龙,艾龙,艾龍,0,0,Eide, Elling O.,0.0,0.0,0,0,10
3325,Charles Egan,Egan,Charles,易彻理,易彻理,易徹理,0,0,Egan, Charles,0.0,0.0,0,0,10
3326,Charles Egan,Egan,Charles,易徹理,易彻理,易徹理,0,0,Egan,Charles,0.0,0.0,0,0,10
3328,Susan Chan Egan,Egan,Susan Chan,陈毓贤,陈毓贤,陳毓賢,0,0,Egan, Susan Chan,0.0,0.0,0,0,10
3329,Susan Chan Egan,Egan,Susan Chan,陈毓贤,陈毓贤,陳毓賢,0,0,Egan,Susan Chan,0.0,0.0,菲律宾华侨,0,20
3331,Robert Efird,Efird,Robert,易若鹏,易若鹏,易若鵬,0,0,Efird, Robert,0.0,0.0,0,0,10
3332,Robert Efird,Efird,Robert,易若鵬,易若鹏,易若鵬,0,0,Efird,Robert,0.0,0.0,0,0,10
3333,Louise P. Edwards,Edwards,Louise P.,李木兰,李木兰,李木蘭,0,0,Edwards, Louise P.,0.0,0.0,0,0,10
3334,Louise P. Edwards,Edwards,Louise P.,李木蘭,李木兰,李木蘭,0,0,Edwards,Louise P.,0.0,0.0,0,0,10
3335,R. Randle Edwards,Edwards,R. Randle,艾德华,艾德华,艾德華,0,爱德华、爱德华兹,Edwards, R. Randle,0.0,0.0,0,0,10
3336,R. Randle Edwards,Edwards,R. Randle,艾德華,艾德华,艾德華,0, 愛德華  、 愛德華茲,Edwards,R. Randle,0.0,0.0,0,0,10
3340,Maria Edin,Edin,Maria,金山爱,金山爱,金山愛,0,0,Edin, Maria,0.0,0.0,0,0,10
3341,Maria Edin,Edin,Maria,金山愛,金山爱,金山愛,0,0,Edin,Maria,0.0,0.0,0,0,10
3346,Alexander Eckstein,Eckstein,Alexander,艾伯華,艾伯华,艾伯華,0,0,Eckstein,Alexander,0.0,0.0,0,0,10
3350,Wolfram Eberhard,Eberhard,Wolfram,艾伯华,艾伯华,艾伯華,0,0,Eberhard, Wolfram,0.0,0.0,0,0,20
3352,Lloyd E. Eastman,Eastman,Lloyd E.,易劳逸,易劳逸,易勞逸,0,0,Eastman, Lloyd E.,0.0,0.0,0,0,10
3353,Lloyd E. O. Eastman,Eastman,Lloyd E. O.,易勞逸,易劳逸,易勞逸,0,0,Eastman, Lloyd E. O.,0.0,0.0,0,0,10
3357,J. J. L. Duyvendak,Duyvendak,J. J. L.,戴闻达,戴闻达,戴聞達,0,0,Duyvendak, J. J. L.,0.0,0.0,0,0,10
3358,J.J.L. Duyvendak,Duyvendak,J.J.L.,戴聞達,戴闻达,戴聞達,0,0,Duyvendak, J.J.L.,0.0,0.0,0,0,10
3360,Stephen Durrant,Durrant,Stephen,杜润德,杜润德,杜潤德,0,0,Durrant,Stephen,0.0,0.0,0,0,10
3361,Stephen W. Durrant,Durrant,Stephen W.,杜潤德,杜润德,杜潤德,0,0,Durrant, Stephen W.,0.0,0.0,0,0,10
3362,Stephen W. Durant,Durant,Stephen W.,杜润德,杜润德,杜潤德,0,0,Durant, Stephen W.,0.0,0.0,0,0,10
3372,Homer H. Dubs,Dubs,Homer H.,德效骞,德效骞,德效騫,0,0,Dubs, Homer H.,0.0,0.0,0,0,20
3373,Homer H. Dubs,Dubs,Homer H.,德效骞,德效骞,德效騫,0,0,Dubs,Homer H.,1892.0,1969.0,美国,儒莲奖。曾随父母到中国传教。,12
3374,Thomas DuBois,DuBois,Thomas,杜博思,杜博思,杜博思,0,0,DuBois, Thomas,0.0,0.0,0,0,10
3375,Thomas David DuBois,DuBois,Thomas David,杜博思,杜博思,杜博思,0,0,DuBois, Thomas David,0.0,0.0,0,0,10
3383,June T. Dreyer,Dreyer,June T.,金德芳,金德芳,金德芳,0,0,Dreyer, June T.,0.0,0.0,0,0,10
3384,June Teufel Dreyer,Dreyer,June Teufel,金德芳,金德芳,金德芳,0,0,Dreyer, June Teufel,0.0,0.0,0,0,10
3390,Madeleine Yue Dong,Dong,Madeleine Yue,董玥,董玥,董玥,0,0,Dong, Madeleine Yue,0.0,0.0,0,0,10
3391,Madeliene Yue Dong,Dong,Madeliene Yue,董玥,董玥,董玥,0,0,Dong, Madeliene Yue,0.0,0.0,0,0,10
3426,Kirk Denton,Denton,Kirk,邓腾克,邓腾克,鄧騰克,0,0,Denton, Kirk,0.0,0.0,0,0,10
3427,Kirk Alexander Denton,Denton,Kirk Alexander,鄧騰克,邓腾克,鄧騰克,0,0,Denton, Kirk Alexander,0.0,0.0,0,0,10
3428,Joe Dennis,Dennis,Joe,戴思哲,戴思哲,戴思哲,0,0,Dennis, Joe,0.0,0.0,0,0,10
3429,Joseph Dennis,Dennis,Joseph,戴思哲,戴思哲,戴思哲,0,0,Dennis, Joseph,0.0,0.0,0,0,10
3432,Weibke Denecke,Denecke,Weibke,魏朴和,魏朴和,魏樸和,0,0,Denecke,Weibke,0.0,0.0,0,0,10
3433,Wiebke Denecke,Denecke,Wiebke,魏樸和,魏朴和,魏樸和,0,0,Denecke, Wiebke,0.0,0.0,0,0,10
3438,Jacques deLisle,deLisle,Jacques,戴杰,戴杰,戴傑,0,0,deLisle, Jacques,0.0,0.0,0,0,10
3439,Jacques Delisle,Delisle,Jacques,戴傑,戴杰,戴傑,0,0,Delisle, Jacques,0.0,0.0,0,0,10
3457,Igor De Rachewiltz,De Rachewiltz,Igor,罗依果,罗依果,羅依果,0,0,De Rachewiltz, Igor,0.0,0.0,0,0,30
3458,Christian De Pee,De Pee,Christian,裴志昂,裴志昂,裴志昂,0,0,De Pee, Christian,0.0,0.0,0,0,10
3459,Christian De Pee,De Pee,Christian,裴志昂,裴志昂,裴志昂,0,0,De Pee,Christian,0.0,0.0,0,0,10
3462,W. T. de Bary,de Bary,W. T.,狄百瑞,狄百瑞,狄百瑞,0,0,de Bary,W. T.,0.0,0.0,0,0,12
3463,William Theodore De Bary,De Bary,William Theodore,狄百瑞,狄百瑞,狄百瑞,0,狄别瑞,De Bary, William Theodore,0.0,0.0,0,0,20
3482,Weiqun Dai,Dai,Weiqun,戴为群,戴为群,戴爲羣,0,0,Dai, Weiqun,0.0,0.0,0,0,10
3483,Weiqun Dai,Dai,Weiqun,戴為群,戴为群,戴為羣,0,0,Dai, Weiqun,0.0,0.0,0,0,10
3492,Robert Culp,Culp,Robert,高哲一,高哲一,高哲一,0,0,Culp, Robert,0.0,0.0,0,0,10
3493,Robert J. Culp,Culp,Robert J.,高哲一,高哲一,高哲一,0,0,Culp, Robert J.,0.0,0.0,0,0,10
3494,Christopher Cullen,Cullen,Christopher,古克礼,古克礼,古克禮,0,0,Cullen, Christopher,0.0,0.0,0,0,10
3495,Christopher Cullen,Cullen,Christopher,古克礼,古克礼,古克禮,0,0,Cullen,Christopher,0.0,0.0,0,0,10
3499,Antonio S. Cua,Cua,Antonio S.,柯雄文,柯雄文,柯雄文,0,0,Cua, Antonio S.,0.0,0.0,0,0,10
3500,Antonio S. Cua,Cua,Antonio S.,柯雄文,柯雄文,柯雄文,0,0,Cua,Antonio S.,1932.0,2007.0,中国菲律宾混血,0,13
3501,Mark Csikszentmihalyi,Csikszentmihalyi,Mark,齊思敏,齐思敏,齊思敏,0,0,Csikszentmihalyi, Mark,0.0,0.0,0,0,10
3502,Mark A. Csikszentmihalyi,Csikszentmihalyi,Mark A.,齐思敏,齐思敏,齊思敏,0,0,Csikszentmihalyi, Mark A.,0.0,0.0,0,0,10
3505,William G. Crowell,Crowell,William G.,孔为廉,孔为廉,孔爲廉,0,0,Crowell, William G.,0.0,0.0,0,0,10
3506,William G. Crowell,Crowell,William G.,孔為廉,孔为廉,孔為廉,0,0,Crowell, William G.,0.0,0.0,0,0,10
3508,Pamala K. Crossley,Crossley,Pamala K.,柯娇燕,柯娇燕,柯嬌燕,0,0,Crossley, Pamala K.,0.0,0.0,0,0,10
3509,Pamela Kyle Crossley,Crossley,Pamela Kyle,柯嬌燕,柯娇燕,柯嬌燕,0,0,Crossley, Pamela Kyle,0.0,0.0,0,0,10
3516,Herlee G. Creel,Creel,Herlee G.,顾立雅,顾立雅,顧立雅,0,0,Creel,Herlee G.,0.0,0.0,0,0,10
3517,Herrlee G. Creel,Creel,Herrlee G.,顾立雅,顾立雅,顧立雅,0,0,Creel, Herrlee G.,0.0,0.0,0,0,20
3537,Scott Cook,Cook,Scott,顾史考,顾史考,顧史考,0,0,Cook, Scott,0.0,0.0,0,0,20
3538,Scott Cook,Cook,Scott,顾史考,顾史考,顧史考,0,0,Cook,Scott,1964.0,0.0,0,0,12
3550,Jerome A. Cohen,Cohen,Jerome A.,孔杰荣,孔杰荣,孔傑榮,0,柯恩,Cohen, Jerome A.,0.0,0.0,0,0,10
3551,Jerome Alan Cohen,Cohen,Jerome Alan,孔傑榮,孔杰荣,孔傑榮,0, 柯恩,Cohen, Jerome Alan,0.0,0.0,0,0,10
3555,Warren Cohen,Cohen,Warren,孔华润,孔华润,孔華潤,0,0,Cohen, Warren,0.0,0.0,0,0,10
3556,Warren I. Cohen,Cohen,Warren I.,孔華潤,孔华润,孔華潤,0,0,Cohen, Warren I.,0.0,0.0,0,0,10
3561,W. South Coblin,Coblin,W. South,柯蔚南,柯蔚南,柯蔚南,0,0,Coblin, W. South,0.0,0.0,0,0,20
3562,W. South Coblin,Coblin,W. South,柯蔚南,柯蔚南,柯蔚南,0,0,Coblin,W. South,1944.0,0.0,0,0,10
3581,Eva Yuen-wah Chung,Chung,Eva Yuen-wah,钟元华,钟元华,鍾元華,0,0,Chung, Eva Yuen-wah,0.0,0.0,0,0,10
3582,Eva Yuen-wah Chung,Chung,Eva Yuen-wah,鐘元華,钟元华,鐘元華,0,0,Chung, Eva Yuen-wah,0.0,0.0,0,0,10
3594,Pingyi Chu,Chu,Pingyi,祝平一,祝平一,祝平一,0,0,Chu, Pingyi,0.0,0.0,0,0,10
3595,Ping-yi Chu,Chu,Ping-yi,祝平一,祝平一,祝平一,0,0,Chu, Ping-yi,0.0,0.0,0,0,10
3603,Matthias Christian,Christian,Matthias,田默迪,田默迪,田默迪,0,0,Christian, Matthias,0.0,0.0,0,0,10
3608,Kai-wing Chow,Chow,Kai-wing,周启荣,周启荣,周啓榮,0,0,Chow, Kai-wing,0.0,0.0,0,0,10
3609,Kai-wing Chow,Chow,Kai-wing,周启荣,周启荣,周啟榮,0,0,Chow,Kai-wing,0.0,0.0,华裔,0,10
3610,Kai-wing Chow,Chow,Kai-wing,周啟榮,周启荣,周啟榮,0,0,Chow, Kai-wing,0.0,0.0,0,0,10
3613,Tse-tsung,Chow,Tse-t,周策纵,周策纵,周策縱,0,0,Chow,Tse-t,1916.0,2007.0,华裔,0,10
3614,Tse-tsung Chow,Chow,Tse-tsung,周策纵,周策纵,周策縱,0,0,Chow, Tse-tsung,0.0,0.0,0,0,20
3615,Adam Chou,Chou,Adam,周越,周越,周越,0,0,Chou, Adam,0.0,0.0,0,0,10
3616,Chih-p’ing Chou,Chou,Chih-p’ing,周質平,周质平,周質平,0,0,Chou, Chih-p’ing,0.0,0.0,0,0,10
3617,Chi-p’ing Chou,Chou,Chi-p’ing,周质平,周质平,周質平,0,0,Chou, Chi-p’ing,0.0,0.0,0,0,10
3620,Hsun-hsin Chou,Chou,Hsun-hsin,周舜莘,周舜莘,周舜莘,0,0,Chou, Hsun-hsin,0.0,0.0,0,0,10
